"Dates","RPI","W875RX1","DPCERA3M086SBEA","CMRMTSPLx","RETAILx","INDPRO","IPFPNSS","IPFINAL","IPCONGD","IPDCONGD","IPNCONGD","IPBUSEQ","IPMAT","IPDMAT","IPNMAT","IPMANSICS","IPB51222S","IPFUELS","CUMFNS","HWI","HWIURATIO","CLF16OV","CE16OV","UNRATE","UEMPMEAN","UEMPLT5","UEMP5TO14","UEMP15OV","UEMP15T26","UEMP27OV","CLAIMSx","PAYEMS","USGOOD","CES1021000001","USCONS","MANEMP","DMANEMP","NDMANEMP","SRVPRD","USTPU","USWTRADE","USTRADE","USFIRE","USGOVT","CES0600000007","AWOTMAN","AWHMAN","HOUST","HOUSTNE","HOUSTMW","HOUSTS","HOUSTW","PERMIT","PERMITNE","PERMITMW","PERMITS","PERMITW","ACOGNO","AMDMNOx","ANDENOx","AMDMUOx","BUSINVx","ISRATIOx","M1SL","M2SL","M2REAL","BOGMBASE","TOTRESNS","NONBORRES","BUSLOANS","REALLN","NONREVSL","CONSPI","S.P.500","S.P.div.yield","S.P.PE.ratio","FEDFUNDS","CP3Mx","TB3MS","TB6MS","GS1","GS5","GS10","AAA","BAA","COMPAPFFx","TB3SMFFM","TB6SMFFM","T1YFFM","T5YFFM","T10YFFM","AAAFFM","BAAFFM","TWEXAFEGSMTHx","EXSZUSx","EXJPUSx","EXUSUKx","EXCAUSx","WPSFD49207","WPSFD49502","WPSID61","WPSID62","OILPRICEx","PPICMM","CPIAUCSL","CPIAPPSL","CPITRNSL","CPIMEDSL","CUSR0000SAC","CUSR0000SAD","CUSR0000SAS","CPIULFSL","CUSR0000SA0L2","CUSR0000SA0L5","PCEPI","DDURRG3M086SBEA","DNDGRG3M086SBEA","DSERRG3M086SBEA","CES0600000008","CES2000000008","CES3000000008","UMCSENTx","DTCOLNVHFNM","DTCTHFNM","INVEST","VIXCLSx"
1959-11-01,0.00755923969416195,0.00666963780635932,-0.000443979330541744,-0.0367179553047094,-0.0267039307634107,0.00607888110356036,-0.010709701406733,-0.0167456031541331,-0.021608985425587,-0.131556362819073,0.013855805895489,-0.0158051418704823,0.0388723270363314,0.0644578636739945,0.00169179920008533,0.00732698611486793,0.00631752329025526,0.0379578237157649,0.351399999999998,64,0.006760339,-0.00419354983561426,-0.00588686892565349,0.0999999999999996,0.199999999999999,-0.00286123228103197,-0.0697118384177919,0.106266107750506,0.146916185926326,0.0649578962747723,0.116085680355894,0.00515927568821262,0.00962329620420377,0.0453267808562101,0.00297964133709527,0.00932438300855232,0.0134275642273032,0.00361266394644844,0.00269725652584007,0.00181752140182034,0.00207762847423343,0.00170940212565007,0.00241935601880705,0.00229621226034915,39.6,-0.3,39.9,7.25559127425367,5.50533153593236,5.78689738136671,6.21460809842219,5.8406416573734,7.18296858156438,5.07737314833415,5.48734891678788,6.32470436451333,5.8020173954111,0.00268549393749533,-0.0578058632768226,0.00344969537570041,-0.00204712558631037,-0.000987004433536498,0,0.00284040442227784,0.00269587288977657,0.00207663857075424,0.00393701295933946,0,0.00564971751412435,0.00349740900448703,-0.00107663242835665,-0.0047702474668081,-3.01990000000085e-05,0.00402696858646046,-0.00117145400000007,-0.008481102857262,0.02,-0.0600000000000005,0.100000000000001,0.00999999999999979,0.00999999999999979,0.0300000000000002,0,-0.0100000000000007,-0.0200000000000005,0.67,0.15,0.54,0.81,0.75,0.53,0.56,1.26,-0.000105650231890956,0.000345657963368273,0,-0.00128365145099951,0.00273943907489261,0.00599689668309988,0.00895959750728981,0.0032414939241705,-4.24416692372809e-05,0,0.0117879203128441,-0.00341297259623996,0,-0.00332779009267448,0.00459770924862957,0,0,-0.00424629088145112,-0.0034071583216142,0,0,-0.00175611988775692,0.00150583296946483,-0.00406555205383752,-0.000777665441553221,0,-0.00394453704536868,0.00481928643594898,-0.0172291296625222,-0.0122396144350549,-0.0045674398411446,0.00421393474955245,19.2966218666667
1959-12-01,0.010192022544314,0.0113877400244808,-0.00114256709141758,0.0496137463779753,-0.00464379567136319,0.0599819787963005,0.0294664432707332,0.0238373294129191,0.032240858217421,0.120171851428724,0.00343353366776311,0.0146844501263552,0.101666577660392,0.168426936849018,0.0245209003239273,0.0659025080234596,0.00377144497042448,-0.0136369887298713,5.06310000000001,-72,0.018993009,0.00670416320673972,0.0124894786688223,-0.5,0,-0.051745817209965,-0.0713667598421139,-0.0652176383113794,-0.108666303792326,-0.021187233219444,-0.255150981806697,0.0100178932196258,0.0164538007259942,0.0123145344685138,0.0108500160240652,0.0176858171148115,0.0294869798126758,0.000940291559642148,0.00643813122396253,0.00489087108439001,0.0044053764038452,0.00438740324511855,0.00321672975401466,0.0100889637892294,40,0.2,40.3,7.37838371299671,5.54517744447956,5.97888576490112,6.38350663488401,5.8805329864007,7.18296858156438,5.07737314833415,5.48734891678788,6.32470436451333,5.8020173954111,0.00268549393749533,0.0887946128358053,0.00344969537570041,-0.00885070818903877,0.0108038372167059,-0.030993378,-0.0028556127381858,0.000331773750565922,0.000296310931102717,0.00778187115387396,0.0212773984472845,0.00558623754205545,0.00783766130290253,0.0076582091871944,0.0140894627329384,0.00141722400000002,0.031475639894766,-0.0874250430000001,0.0192900061348262,-0.00999999999999979,0.21,0.34,0.31,0.33,0.26,0.16,0.0200000000000005,0.0200000000000005,0.89,0.5,0.86,1.15,1.02,0.7,0.59,1.29,-0.000105650231890956,-0.0037625703703319,0,-0.00153541298843729,0.000946521604030866,0.00302572091653719,0.00301659353942574,-0.0032414939241705,-4.30001182571971e-05,0,-0.0267823154920497,0.00204220629179819,0,0,-0.00459770924862957,0,0,0.004228336109521,0.00339558900113834,0.0032206147000422,0.00333890126551495,0.000518183964305141,-0.000345364346920896,0.00189702387566015,-0.000484729231672532,0.0137301928119021,-0.00779728083131448,0.0191393402106974,-0.0172291296625222,-0.00553929165062961,0.00595571412130624,0.00836409989507114,19.2966218666667
1960-01-01,0.00322588955406555,0.00466090822845899,0.0027906404867637,0.0169631570304976,0.0266055066015305,0.0259187527656595,0.0240973588424365,0.0290212480403729,0.0312337701547505,0.10383325337614,0.00456061481820802,0.0363243269371067,0.0284802384942782,0.0390551490830986,0.0152406986785563,0.026971447931099,-0.00882226667994068,-0.0126638639673526,1.99339999999999,426,0.122288167,-0.000463916039517898,9.18217434531243e-05,-0.0999999999999996,0.4,-0.0115327530135474,-0.0710959216837299,-0.0054496047675654,-0.00664454271866877,-0.00429185208154159,0.015470050879788,0.00184420235213878,0.003391924312794,-0.0123145344685138,-0.0121732051023358,0.00729369836090221,0.0108237878866362,0.00219058137981953,0.00097796705717812,0.0024364944598787,-0.00142867909104272,0.00472839718721829,0.00200521422713784,-0.00731637446563305,40.1,0.3,40.6,7.28619171470238,5.61312810638807,5.8805329864007,6.22653666928747,5.77455154554441,6.99576615630485,5.50533153593236,5.53338948872752,5.80211837537706,5.5683445037611,0.00268549393749533,-0.0390173099579236,0.00344969537570041,-0.0280308914713459,0.00853828475907648,-0.0103311260000001,0.00428215085814365,-0.00101105570061755,0.00266285477136829,-0.0273747811857663,-0.031859507777821,-0.0112359550561798,-0.00675650407767892,-0.00935368496257505,-0.0218594259082829,-0.000345695000000007,-0.0175937581132599,0.11818887,-0.0255516357809809,0,0.0300000000000002,-0.140000000000001,-0.109999999999999,-0.109999999999999,-0.0899999999999999,0.0299999999999994,0.0300000000000002,0.0599999999999996,0.92,0.36,0.75,1.04,0.93,0.73,0.62,1.35,-0.000105650231890956,0.000647338997035618,0.000360537446163711,0.000500160776387037,0.00199527501217574,0.00302572091653719,0.00301659353942574,-0.0032414939241705,0.00987386699489523,0,0.020644983738332,-0.00340321364717289,0,-0.00332779009267448,0.00457666702741166,0,0,-0.004228336109521,-1.14910168980131e-05,-0.0032206147000422,-0.0066778025310299,-0.00175068911070797,-0.00258826061240658,-0.00184516615364805,-0.00124577275372317,-0.00468035729198424,0.00779728083131448,-0.00970530797733882,-0.0172291296625222,0.00429235931857441,-0.0117388626852346,-0.0133302656591283,19.2966218666667
1960-02-01,0.00114746875264782,0.000905957718291717,0.00436060981045561,0.0144034809733924,0.00369645373798377,-0.00893668425867977,-0.00568596468431215,-0.00343607211870189,-0.011454295974263,-0.0138560265843375,-0.0102914192214412,0.00646696196006369,-0.0130440118479918,-0.0167036345416571,-0.00614552452870942,-0.00779035055387967,-0.00126670158073905,0.0103743002852998,-0.950800000000001,0,0.0468414749999999,-0.000188527384160864,0.00416899517293245,-0.4,-0.4,-0.135102484856565,-0.0105821093305369,-0.0843324053025727,-0.0882242334148389,-0.0805804866593389,-0.0199988002715141,0.00439391442949422,0.00583181517779074,0.00711746776886457,0.0105368113482065,0.00495994912292019,0.00740068803863991,0.00140570112955807,0.00358726762556749,0.00314960890289484,0.00176675170474638,0.00429389544136605,0.0039984059666951,0.00228461591584939,39.7,-0.2,40.3,7.31521838975297,5.59471137960184,5.94803498918065,6.18826412308259,5.89715386763674,6.99209642741589,5.44673737166631,5.54517744447956,5.72031177660741,5.68697535633982,0.00268549393749533,-0.00335895975204181,0.00344969537570041,-0.0232308478390948,0.0111302519205765,0.0206622519999999,-0.00142908187573632,-0.000671816081762699,-0.000689689174588004,-0.00627917979370274,-0.0218531664226176,-0.0333333333333334,-0.00453066531511359,-0.00160899250465274,0.00612448830195067,0.000546747999999986,-0.0395447360031742,0.195475953,-0.0528813627401803,-0.02,-0.25,-0.39,-0.44,-0.37,-0.23,-0.23,-0.0500000000000007,0,0.69,-0.01,0.33,0.69,0.72,0.52,0.59,1.37,-0.000105650231890956,0.00249296098826668,0.000720962464757946,0.00124930858104455,-0.0015748861462894,-0.00302572091653719,-0.00301659353942574,0.006482987848341,-0.00329489589685261,0,-0.0118080966069094,0.0027220147107494,0.0044052934679164,0.00332779009267448,-2.08504915506502e-05,-0.00298953884836628,0,0.00421053253634351,-0.00338409798424033,0,0.0066778025310299,0.00162045782373443,0.00375002736015162,0.00168253971354515,0.000858080177579712,-0.00455544593207868,0.0038533363886607,-0.0047501829209321,-0.0172291296625222,0.00826845141772914,0.00538766487277975,-0.0189422943909046,19.2966218666667
1960-03-01,0.0018768579734596,0.00090513770174816,0.0140887086633033,-0.028039690770095,-0.00110198889709778,-0.00902148234249012,-0.00342716229542139,-0.00115076730511232,0.00115105444227837,-0.0199671340444838,0.00915258924603224,0.0021463935701056,-0.0165479858918034,-0.0320890232720989,0.0004391540231512,-0.0123697300714101,0.0373154843992878,0.0102677783241383,-1.3687,-86,-0.0861652359999999,-0.00800889623231171,-0.0145367237890355,0.600000000000001,-0.0999999999999996,0.152052043170337,0.0798939092207656,0.13129941491049,0.230880533816362,0.0253178079842895,0.132722506481288,-0.00108289676260931,-0.0119042916394871,-0.00246359084097492,-0.0579872576503497,-0.00368582013612873,-0.00610967118369388,-0.000156091469918351,0.00494364406800152,-0.00116869703597544,0.00157616274608863,-0.000896780617896553,0.00278940208757827,0.0236198743967968,39.5,-0.0999999999999996,40,7.01121398735037,4.98360662170834,5.32787616878958,6.0591231955818,5.79605775076537,6.86171134048073,5.11198778835654,5.24174701505964,5.60947179518496,5.78996017089725,0.00268549393749533,-0.0111260460162157,0.00344969537570041,-0.0226252002498644,0.008161580057509,0.0309933770000002,-5.10933857889029e-07,0.00234108053008075,0.00305073306529646,0.0199169127100185,0.0213854395665689,0.0333333333333334,0.00180254472416852,0.000612256729485061,0.00258895375239288,0.000869140000000018,-0.0137186267029143,0.113781872,-0.021169863657112,-0.13,-0.17,-0.65,-0.69,-0.640000000000001,-0.380000000000001,-0.24,-0.0699999999999994,-0.0899999999999999,0.65,-0.53,-0.23,0.18,0.47,0.41,0.65,1.41,-0.000105650231890956,-0.000161392587819442,0,0.000927048486845772,-0.000735796532907444,0.00902261759963707,0.0119761910467155,-0.0032414939241705,0.00982004618097543,0,-0.0058394202066685,-0.0013610073553747,-0.0044052934679164,-0.00333890126551495,-2.06613704700764e-05,0.00597907769673256,-0.00260078170005773,-1.76542763075105e-05,0,0,-0.00333890126551495,-0.000454163376816474,-0.00453712313957766,0.00179070214348576,-0.00114624056409829,-2.01091929180608e-05,0.0301313410979834,-0.00468384931242649,-0.0172291296625222,0.00347208529036358,0.000950901896393574,0.00348999295443964,19.2966218666667
1960-04-01,0.00346458655813553,0.00361238024362098,0.0153023285810958,0.00985257015068264,0.0259033906075796,-0.00795633943818475,0.00228607941527592,0.00115076730511232,0.00688159341700612,-0.00118845069150941,0.0101981323091915,-0.0107783367142442,-0.023637095078672,-0.036530298625423,-0.00879884119624386,-0.00794963070677213,0.00122033333392535,0.0301855319513251,-0.982799999999997,-40,0.00376405299999993,0.017104593035965,0.019689533129096,-0.2,-0.4,0.0405818696541722,-0.11133068264433,-0.0679506619085082,-0.109866477578533,-0.0206666368085591,-0.0307587113364924,0.00657108352521796,0.00376104928265697,0.005354183979561,0.0418072777994976,-0.00337999747824824,-0.00636360881225606,0.000936183560339643,0.00811950860903465,0.0144671214063017,0.00392957224278767,0.0174672269712701,0.00278164296187722,0.00105516159622887,39.8,-0.4,40,7.16162200293919,5.38449506278909,5.66296048013595,6.14418563412565,5.75890177387728,6.92362862813843,5.24174701505964,5.4971682252932,5.65599181081985,5.6937321388027,0.00268549393749533,-0.010788158463173,0.00344969537570041,-0.0186938129946608,0.000105557670979195,-0.010331125,-0.000716587599711715,-0.000342208941379596,-0.00177026010038706,0.0060504276841753,0.0165900165622008,0.00574712643678166,0.00656375907842888,-0.00160814584984248,0.00601105045099448,0.00104617799999998,0.0128218460850169,-0.038945869,0.00385932862774707,0.0800000000000001,-0.33,-0.0800000000000001,-0.0600000000000001,0.0200000000000005,-0.0199999999999996,0.0300000000000002,-0.04,-0.0499999999999998,0.24,-0.69,-0.37,0.12,0.37,0.36,0.53,1.28,-0.000105650231890956,0.000438005009480769,-0.00108149991092166,0.00128218844363781,0.0125393492527353,-0.00902261759963707,-0.0119761910467155,-0.0032414939241705,-0.00656801079459779,0,-8.54967575447674e-06,0.00441052453733004,0.00219539056343576,0.00333890126551495,-2.04748108640906e-05,-8.91071022834922e-06,-6.78170702306247e-06,-0.004192878260036,0,0.00321027563024812,0.00332779009267448,0.00303613276487935,0.00411522622802529,0.00442425519475309,0.00152290238700337,-0.0089485607898423,-0.0680742901814471,0,-0.0172291296625222,0.00867817585244168,0.00545172539853844,0.0241359776278944,19.2966218666667
1960-05-01,0.00240529324396732,0.00242709064144186,-0.0203514276666739,-0.0315178875809519,-0.0150468307748,-0.00114301994882871,0.00569243810217612,0.0068645166140735,0.00569625985512578,0.00945882985639379,0.00337803955579563,0.00324571663041429,-0.00915363952955373,-0.0136167064281976,0.00156262028066045,-0.00571532506212513,-0.0122708704266765,-0.0279164503014093,-0.788199999999989,-23,0.000838637000000086,0.00067526312684052,0.00148466879774212,-0.100000000000001,-0.699999999999999,-0.00984658983675946,0.0693919934240004,-0.117085734184715,-0.130770231183194,-0.102528746485302,0.0575820598176762,-0.00618551126695444,-0.00370943238327115,-0.0102996486045157,0.00564316850264568,-0.00505941070912996,-0.00793008338031065,-0.000936183560339643,-0.00754956188362321,-0.0108754860467357,-0.00209385008261886,-0.0132057297165247,0.00118976813558813,-0.0120241929668019,39.6,0.3,40.1,7.14755927118945,5.37063802812766,5.6970934865054,6.12686918411419,5.7037824746562,6.95844839329766,5.41164605185504,5.48063892334199,5.71042701737487,5.65599181081985,0.00268549393749533,0.0120305170296913,0.00344969537570041,-0.0110836045061582,0.00599843945849798,0.0309933769999999,0.00143163947143776,-7.10639799006429e-06,0.0016719944883592,-0.00403226352793817,-3.05245646461394e-05,0.00568144499178969,-0.00307595420953444,-0.00194520779049023,-0.0106683560795116,8.01040000000253e-05,-0.00919339507943651,0.0382541249999999,-0.0112633000365032,-0.0699999999999998,0.0899999999999999,0.0600000000000001,0.0300000000000002,0.17,0.2,0.0699999999999994,0.00999999999999979,0.0800000000000001,0.4,-0.56,-0.27,0.36,0.64,0.5,0.61,1.43,-0.000105650231890956,-0.00330128541949604,0.000720944951923208,-0.00124654988984663,0.0155585024983217,0,0,0.0032414939241705,-0.00325203538637764,0,0.00292825977908873,-0.00339546777617805,-4.80918361711602e-06,-0.00335008688528182,-0.00451468035452685,-0.00298062813813793,-6.81716699002521e-06,0.00417537141048063,0,-1.02728995772239e-05,-0.00332779009267448,-0.00258738509980994,-0.0013044181800419,-0.00670037834054327,0.0005650420369121,0.0089485607898423,0.0416196681027685,0,-0.0172291296625222,-0.00482728360946716,-0.00206711631188483,0.00379809800274433,19.2966218666667
1960-06-01,0.000763741502919579,-0.000234622454445166,-0.000250000001302375,0.00855275514797604,-0.00136429380279246,-0.012651599792409,-0.0114134646576014,-0.0114671802461777,-0.00683941588747228,-0.0106439132376308,-0.00563394306543907,-0.0130353907299283,-0.0162232977908401,-0.0325287171806821,0.000878089910272717,-0.0115341324011151,0.00615425687788118,-0.00454043069749899,-1.2475,-40,-0.037326051,0.00441387933571669,0.00167895671884644,0.300000000000001,0,0.0115742032811372,0.0958179228972336,0.069076514998355,0.115602009710024,0.0178348676360347,0.0138538834720876,-0.00233406646860779,-0.00694051576663313,-0.00555638218535748,-0.00730900263766188,-0.00702299848667387,-0.00997432503348961,-0.00281382083420034,0.000199404635393918,-0.000896700203556478,-0.00138584586856005,-0.000357410919132661,0.00197980662569108,0,39.5,-0.2,39.9,7.12849594568004,5.33753807970132,5.77765232322266,6.01126717440416,5.73009978297357,6.86484777797086,5.17048399503815,5.36129216570943,5.65248918026865,5.64897423816121,0.00268549393749533,0.0189655829516955,0.00344969537570041,-0.00450492617983755,0.00220091271339662,0.0103311260000001,0,0.00197968695973572,0.00323767758911142,0.00601807232556295,-3.01900463437477e-05,-0.00012913640032286,0.0020061629692445,-0.00078414539326932,0.00335233045434613,0.000869341999999995,0.0362770931679606,-0.119780118,0.0342841615094689,-0.53,-0.44,-0.83,-0.84,-0.85,-0.37,-0.199999999999999,-0.00999999999999979,-0.0200000000000005,0.49,-0.86,-0.58,0.04,0.8,0.83,1.13,1.94,-0.000105650231890956,-0.00219920222903802,0.00216525753721886,-0.00117674340963125,0.00438664309643087,0,0,0.0032414939241705,-0.0130720815673531,0,0.00292825977908873,0.000336751487962417,-0.00219058137981865,0.00335008688528182,0,0,-6.85290580326736e-06,-0.00417537141048063,0,-0.00320000273067089,0,-0.000580605264652423,-0.0026113903691094,0.000215482372021736,-0.000764346206061806,-0.00447428039492115,-0.0114286958236228,0,-0.0172291296625222,0.00512622467048018,0.00741953682241103,-0.00998060589936145,19.2966218666667
1960-07-01,0.00179092286244309,0.00191447439747972,0.00206063328090655,-0.00686601296620282,-0.0100988782182245,-0.0034807547872302,-0.00575796920674154,-0.00578538645496796,-0.00919558313206759,-0.0387931566322486,0.00225837700918774,-0.0121106025515743,0.0011675759772185,0.00589001901308395,-0.00832465334990795,-0.00232469902954069,0.00976870363193605,0.0247196374652887,-0.496099999999998,-65,-0.025579426,-0.00270620659291509,-0.00392195964459674,0.0999999999999996,0.699999999999999,-0.0168266227097469,0.001690617477907,0.0755288424667366,0.128880857639182,0.0100503358535011,0.0374269636597226,-0.000773096288988029,-0.0036448881800073,-0.0281038494686401,0.000999833444398135,-0.00343275702226009,-0.00474797999008203,-0.00156666176490106,0.000797221157194272,-0.000448651808863332,-0.000374882853499514,0.000446743692707585,0.00315956029036801,0.00118525556129967,39.6,0,39.9,7.08757370555797,5.28826703069454,5.72358510195238,5.97635090929793,5.70044357339069,6.90675477864855,5.3890717298165,5.41164605185504,5.59098698051086,5.66296048013595,0.00268549393749533,-0.0346402984807526,0.00344969537570041,-0.0147593880165928,0.003970332248036,0.0103311259999999,0.00428878427221768,0.0012947747484926,0.0080000426670761,0.00393225852760537,0.00539020647227773,-0.000126250670706485,-0.010325827592589,0.00144214042766677,-0.00135508485347469,0.000359366999999999,-0.0251118412158524,0.0866016570000001,-0.0202665142479916,-0.0899999999999999,-0.42,-0.16,-0.0300000000000002,-0.16,-0.33,-0.25,-0.04,-0.04,0.16,-0.93,-0.52,-0.03,0.56,0.67,1.18,1.99,-0.000105650231890956,-0.000347685000894993,-0.0054044268883322,0.00203168789031882,-0.00387557853785486,0.00298953884836628,0.00297177038915741,-0.006482987848341,0.0130720815673531,0,-0.00292825977908873,-0.0033802065105073,0.0021857932199798,0,0.0044943895878391,-0.00298062813813793,0.00262123347987409,0.00415801014866357,0.00337268447863925,0,0,0.00135093089509519,0.00281585298483389,0.00177782752098699,0.00056335999278101,0.00445435034938024,0.00754720563538291,0,-0.0172291296625222,-0.0109258103465244,-0.00329086900473641,0.0321759407311459,19.2966218666667
1960-08-01,-0.00159695632326695,-0.00254040353144358,-0.000936125134671784,-0.00126524897117619,0.00341428836181024,-0.00115862344301565,-0.00231250304491581,0,0.0023060913051296,0.0110626174543591,0,-0.0133810182052994,-0.00467850566240591,-0.00589001901308395,-0.00526955188399647,-0.00466109792855729,0.00363880083996149,-0.0078004200792483,-0.677000000000007,-21,-0.017799336,0.00137549632679246,-0.000212436649155379,0.0999999999999996,-0.4,0.0214190532839567,0.0834153921521761,0.00649352931054814,-0.00770716724493781,0.0246926125903721,0.0790623785708,-0.000626277903650774,-0.00339647615868977,0.0292761825454635,-0.00970718919531066,-0.00344458144505744,-0.00310387124258682,-0.00392742630346987,0.000881896989008979,-8.97545214435524e-05,0.00907010305133316,-0.000893687054547954,0.00275644986500279,0.00354736093879815,39.4,0,39.7,7.20340552108309,5.43372200355424,5.64544689764324,6.17170059741091,5.8664680569333,6.90173720665657,5.33753807970132,5.4380793089232,5.59842195899838,5.65599181081985,0.00268549393749533,0.0590889164625654,0.00344969537570041,0.00773175710166107,-0.00187871889576208,0.0103311260000001,0.00352653081777454,0.0032286740444647,0.00716501903378841,-0.0139185900287893,-0.0108696722369035,-0.00564832247908909,-0.00266644316474762,0.0012107989986454,-0.00273473321345463,0.000472625000000004,0.0119271551876352,-0.041403657,0.01667218119603,-0.25,-0.0500000000000003,0,-0.12,-0.25,-0.17,-0.1,-0.13,-0.14,0.36,-0.68,-0.39,-0.03,0.64,0.82,1.3,2.1,-0.000105650231890956,-0.000649335613363,-0.00143622385606168,0.000640729029146136,-0.00893000545552614,-0.00597907769673256,-0.00594354077831483,0.0032414939241705,-0.0199342149008173,0,0,0.00405679652278579,-0.0021857932199798,0,-0.0044943895878391,0.00596125627627586,0,-0.00415801014866357,-0.00337268447863925,0,0.00331675262599385,-0.000131610775011559,0.000125973337613772,0.000642274027798262,-0.000760180166697211,-1.97532815146007e-05,-5.65339062252868e-05,0.00466201310581127,-0.0172291296625222,-0.00257189544656633,-0.00230097233349191,-0.0241130505380358,19.2966218666667
1960-09-01,0.00130205459969623,0.000273892205566284,0.00473403151467711,0.0160896710017919,-0.000935016437352942,-0.0105234376234553,-0.00813613506321831,-0.00581481688840935,-0.00462050275337011,-0.012301044661081,-0.00338948099785918,-0.00902119871761586,-0.01654932207544,-0.0130699432219656,-0.00708181875805147,-0.0105710591181039,0.00843939425001361,0,-1.1318,-65,-0.00987442300000002,0.00442883174337183,0.0056294696269461,-0.0999999999999996,0.700000000000001,-0.0403209745763382,-0.0592172986520767,0.0576377427886108,-0.00193610902686636,0.128028474427292,-0.0213396523049436,-0.000829500780287873,-0.00251559275262458,-0.00661232296825176,-0.00472017059788765,-0.00195503483580239,-0.00244553256608349,-0.00126004111804434,8.53036098167337e-05,-0.00152706070546138,-0.00543965573806737,-0.000214603788579737,0.00235663895399618,0.0025934235919749,39.1,-0.1,39.4,7.00033446027523,5.26785815906333,5.67675380226828,5.95064255258773,5.4249500174814,6.89162589705225,5.32300997913841,5.39362754635236,5.57594910314632,5.68697535633982,0.00268549393749533,-0.00703255428660121,0.00344969537570041,0.0026411527030703,0.00167014655549558,-0.0206622519999999,-0.0085232797213326,-0.00428968687888709,0.00481232882519311,-0.00401581517259952,0.00539084863487682,-3.03563839474386e-05,0.00354435216655435,0.000488636391786201,0.00365152330939367,0.000720886999999976,-0.0305449545837266,0.10702825,-0.0256093186838506,-0.38,0.0500000000000003,0.18,0.24,0.12,-0.0100000000000002,0,-0.0300000000000002,-0.0700000000000003,0.79,-0.12,0.23,0.47,1.01,1.2,1.65,2.41,-0.000105650231890956,-0.000905134961708631,0,0.000889220923271594,0.00277992457018837,0.00298953884836628,0.00594354077831483,0,0.026623203051614,0,0,-0.00202839826139289,0.00218102594636038,-0.00673403218134405,0.00447428039492115,-0.00298062813813793,-0.00526317004427446,0.00414079266603151,0,0,-0.00331675262599385,-0.00109277352169768,-0.00460769723009591,-0.00161385984900431,0.000373624610989332,-0.00443459706786564,-0.00749067172915763,-2.16335493089526e-05,-0.0172291296625222,-0.00699101819446923,-0.00705241743516005,0.0115180383282709,19.2966218666667
